"","Monitoring_Location_ID","Characteristic_Name","Organization_ID","Activity_ID","Monitoring_Location_Name","Monitoring_Location_State","Monitoring_Location_Latitude","Monitoring_Location_Longitude","Monitoring_Location_Type","Activity_Type","Activity_Start_Date","Project_ID","Activity_Media","Sample_Collection_Method_ID","Sample_Collection_Method_Context","Sample_Collection_Method_Name","Result_Status","CAS_#","Result_Value_Type","Result_Value","Result_Unit","Result_Qualifier_1","Detection_Limit_Type1","Detection_Limit_Value","Detection_Limit_Unit","Analytical_Method_ID","Analytical_Method_Context","Analytical_Method_Name","Laboratory_Name","Subject_Taxonomic_Name","Characteristic_Name_abr","Waterbody","Location_ID","Region","Latitude","Longitude"
"107","GWN0115","octadecanoic acid, pentatriacontafluoro-","MDE_EASP","2021FTC_GWYN_SW","Gwynns Falls","Maryland",39.3427,-76.7267,"River/Stream","Sample-Routine",2021-10-21,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","16517-11-6","Actual",0,"ng/l",NA,"Method Detection Level",0.244,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","PFODA","Gwynns Falls","Essex Road usgs","Metro","39 20.561","76 43.602"
"108","GWN0115","n-methylperfluoro-1-octanesulfonamide","MDE_EASP","2021FTC_GWYN_SW","Gwynns Falls","Maryland",39.3427,-76.7267,"River/Stream","Sample-Routine",2021-10-21,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","31506-32-8","Actual",0,"ng/l",NA,"Method Detection Level",0.244,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","NMeFOSA","Gwynns Falls","Essex Road usgs","Metro","39 20.561","76 43.602"
"109","GWN0115","perfluorooctane sulfonic acid","MDE_EASP","2021FTC_GWYN_SW","Gwynns Falls","Maryland",39.3427,-76.7267,"River/Stream","Sample-Routine",2021-10-21,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","1763-23-1","Actual",2.79,"ng/l",NA,"Method Detection Level",0.244,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","PFOS","Gwynns Falls","Essex Road usgs","Metro","39 20.561","76 43.602"
"110","GWN0115","perfluorohexanoic acid","MDE_EASP","2021FTC_GWYN_SW","Gwynns Falls","Maryland",39.3427,-76.7267,"River/Stream","Sample-Routine",2021-10-21,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","307-24-4","Actual",4.2,"ng/l",NA,"Method Detection Level",0.244,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","PFHxA","Gwynns Falls","Essex Road usgs","Metro","39 20.561","76 43.602"
"111","GWN0115","perfluorodecanoic acid","MDE_EASP","2021FTC_GWYN_SW","Gwynns Falls","Maryland",39.3427,-76.7267,"River/Stream","Sample-Routine",2021-10-21,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","335-76-2","Actual",0,"ng/l",NA,"Method Detection Level",0.244,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","PFDA","Gwynns Falls","Essex Road usgs","Metro","39 20.561","76 43.602"
"112","GWN0115","perfluorononanoic acid","MDE_EASP","2021FTC_GWYN_SW","Gwynns Falls","Maryland",39.3427,-76.7267,"River/Stream","Sample-Routine",2021-10-21,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","375-95-1","Actual",0,"ng/l",NA,"Method Detection Level",0.244,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","PFNA","Gwynns Falls","Essex Road usgs","Metro","39 20.561","76 43.602"
"113","JON0111","perfluorodecanoic acid","MDE_EASP","2021FTC_JONE_SW","Jones Falls","Maryland",39.4003,-76.666,"River/Stream","Sample-Routine",2021-10-19,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","335-76-2","Actual",0,"ng/l",NA,"Method Detection Level",0.236,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","PFDA","Jones Falls","Ruxton Road","Metro","39 24.011","76 39.979"
"114","JON0111","perfluorohexanesulfonic acid","MDE_EASP","2021FTC_JONE_SW","Jones Falls","Maryland",39.4003,-76.666,"River/Stream","Sample-Routine",2021-10-19,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","355-46-4","Actual",3.82,"ng/l",NA,"Method Detection Level",0.236,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","PFHxS","Jones Falls","Ruxton Road","Metro","39 24.011","76 39.979"
"115","JON0111","perfluorotridecanoic acid","MDE_EASP","2021FTC_JONE_SW","Jones Falls","Maryland",39.4003,-76.666,"River/Stream","Sample-Routine",2021-10-19,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","72629-94-8","Actual",0,"ng/l",NA,"Method Detection Level",0.236,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","PFTrDA","Jones Falls","Ruxton Road","Metro","39 24.011","76 39.979"
"116","JON0111","perfluorononanoic acid","MDE_EASP","2021FTC_JONE_SW","Jones Falls","Maryland",39.4003,-76.666,"River/Stream","Sample-Routine",2021-10-19,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","375-95-1","Actual",0,"ng/l",NA,"Method Detection Level",0.236,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","PFNA","Jones Falls","Ruxton Road","Metro","39 24.011","76 39.979"
"117","JON0111","perfluorohexanoic acid","MDE_EASP","2021FTC_JONE_SW","Jones Falls","Maryland",39.4003,-76.666,"River/Stream","Sample-Routine",2021-10-19,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","307-24-4","Actual",3.73,"ng/l",NA,"Method Detection Level",0.236,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","PFHxA","Jones Falls","Ruxton Road","Metro","39 24.011","76 39.979"
"118","JON0111","perfluorotetradecanoic acid","MDE_EASP","2021FTC_JONE_SW","Jones Falls","Maryland",39.4003,-76.666,"River/Stream","Sample-Routine",2021-10-19,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","376-06-7","Actual",0,"ng/l",NA,"Method Detection Level",0.236,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","PFTeDA","Jones Falls","Ruxton Road","Metro","39 24.011","76 39.979"
"119","JON0111","perfluoroheptanoic acid","MDE_EASP","2021FTC_JONE_SW","Jones Falls","Maryland",39.4003,-76.666,"River/Stream","Sample-Routine",2021-10-19,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","375-85-9","Actual",2.34,"ng/l",NA,"Method Detection Level",0.236,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","PFHpA","Jones Falls","Ruxton Road","Metro","39 24.011","76 39.979"
"120","JON0111","n-ethyl-n-(2-hydroxyethyl)perfluorooctanesulfonamide","MDE_EASP","2021FTC_JONE_SW","Jones Falls","Maryland",39.4003,-76.666,"River/Stream","Sample-Routine",2021-10-19,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","1691-99-2","Actual",0,"ng/l",NA,"Method Detection Level",0.236,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","EtFOSA","Jones Falls","Ruxton Road","Metro","39 24.011","76 39.979"
"121","JON0111","perfluorooctane sulfonic acid","MDE_EASP","2021FTC_JONE_SW","Jones Falls","Maryland",39.4003,-76.666,"River/Stream","Sample-Routine",2021-10-19,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","1763-23-1","Actual",4.6,"ng/l",NA,"Method Detection Level",0.236,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","PFOS","Jones Falls","Ruxton Road","Metro","39 24.011","76 39.979"
"122","JON0111","octadecanoic acid, pentatriacontafluoro-","MDE_EASP","2021FTC_JONE_SW","Jones Falls","Maryland",39.4003,-76.666,"River/Stream","Sample-Routine",2021-10-19,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","16517-11-6","Actual",0,"ng/l",NA,"Method Detection Level",0.236,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","PFODA","Jones Falls","Ruxton Road","Metro","39 24.011","76 39.979"
"123","JON0111","perfluorooctanoic acid","MDE_EASP","2021FTC_JONE_SW","Jones Falls","Maryland",39.4003,-76.666,"River/Stream","Sample-Routine",2021-10-19,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","335-67-1","Actual",3.69,"ng/l",NA,"Method Detection Level",0.236,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","PFOA","Jones Falls","Ruxton Road","Metro","39 24.011","76 39.979"
"124","JON0111","n-methylperfluoro-1-octanesulfonamide","MDE_EASP","2021FTC_JONE_SW","Jones Falls","Maryland",39.4003,-76.666,"River/Stream","Sample-Routine",2021-10-19,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","31506-32-8","Actual",0,"ng/l",NA,"Method Detection Level",0.236,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","NMeFOSA","Jones Falls","Ruxton Road","Metro","39 24.011","76 39.979"
"125","JON0111","perfluorobutanesulfonic acid","MDE_EASP","2021FTC_JONE_SW","Jones Falls","Maryland",39.4003,-76.666,"River/Stream","Sample-Routine",2021-10-19,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","375-73-5","Actual",2.38,"ng/l",NA,"Method Detection Level",0.236,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","PFBS","Jones Falls","Ruxton Road","Metro","39 24.011","76 39.979"
"126","JON0111","perfluoroundecanoic acid","MDE_EASP","2021FTC_JONE_SW","Jones Falls","Maryland",39.4003,-76.666,"River/Stream","Sample-Routine",2021-10-19,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","2058-94-8","Actual",0,"ng/l",NA,"Method Detection Level",0.236,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","PFUnA","Jones Falls","Ruxton Road","Metro","39 24.011","76 39.979"
"127","NBP0085","1-pentanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,5-undecafluoro-","MDE_EASP","2022FTC_SGAP_SW1","No. Br. At Spring Gap","Maryland",39.5636,-78.7157,"River/Stream","Sample-Routine",2022-10-06,"FTSAMPLECOL2022","Water","MBL-001","MDE_EASP","Water Sampler","Final","2706-91-4","Actual",0,"ng/l",NA,"Method Detection Level",0.371,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","GEL Laboratories","water","PFPeS","Potomac River","No. Br. At Spring Gap Rt. 17, ,","Western","39 33.816","78 42.939"
"128","NBP0085","1-octanesulfonic acid, 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluoro-","MDE_EASP","2022FTC_SGAP_SW1","No. Br. At Spring Gap","Maryland",39.5636,-78.7157,"River/Stream","Sample-Routine",2022-10-06,"FTSAMPLECOL2022","Water","MBL-001","MDE_EASP","Water Sampler","Final","27619-97-2","Actual",1.07,"ng/l",NA,"Method Detection Level",1.34,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","GEL Laboratories","water","6:2 FTSA","Potomac River","No. Br. At Spring Gap Rt. 17, ,","Western","39 33.816","78 42.939"
"129","NBP0085","perfluorovaleric acid","MDE_EASP","2022FTC_SGAP_SW1","No. Br. At Spring Gap","Maryland",39.5636,-78.7157,"River/Stream","Sample-Routine",2022-10-06,"FTSAMPLECOL2022","Water","MBL-001","MDE_EASP","Water Sampler","Final","2706-90-3","Actual",0,"ng/l",NA,"Method Detection Level",0.671,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","GEL Laboratories","water","PFPeA","Potomac River","No. Br. At Spring Gap Rt. 17, ,","Western","39 33.816","78 42.939"
"130","NBP0085","fluorotelomer sulfonate 4:2","MDE_EASP","2022FTC_SGAP_SW1","No. Br. At Spring Gap","Maryland",39.5636,-78.7157,"River/Stream","Sample-Routine",2022-10-06,"FTSAMPLECOL2022","Water","MBL-001","MDE_EASP","Water Sampler","Final","757124-72-4","Actual",0.874,"ng/l",NA,"Method Detection Level",1.34,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","GEL Laboratories","water","4:2 FTSA","Potomac River","No. Br. At Spring Gap Rt. 17, ,","Western","39 33.816","78 42.939"
"131","NBP0085","perfluorooctanoic acid","MDE_EASP","2022FTC_SGAP_SW1","No. Br. At Spring Gap","Maryland",39.5636,-78.7157,"River/Stream","Sample-Routine",2022-10-06,"FTSAMPLECOL2022","Water","MBL-001","MDE_EASP","Water Sampler","Final","335-67-1","Actual",1.3,"ng/l",NA,"Method Detection Level",0.814,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","GEL Laboratories","water","PFOA","Potomac River","No. Br. At Spring Gap Rt. 17, ,","Western","39 33.816","78 42.939"
"132","NBP0085","perfluorobutanesulfonic acid","MDE_EASP","2022FTC_SGAP_SW1","No. Br. At Spring Gap","Maryland",39.5636,-78.7157,"River/Stream","Sample-Routine",2022-10-06,"FTSAMPLECOL2022","Water","MBL-001","MDE_EASP","Water Sampler","Final","375-73-5","Actual",0,"ng/l",NA,"Method Detection Level",0.671,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","GEL Laboratories","water","PFBS","Potomac River","No. Br. At Spring Gap Rt. 17, ,","Western","39 33.816","78 42.939"
"133","NBP0085","perfluorodecanoic acid","MDE_EASP","2022FTC_SGAP_SW1","No. Br. At Spring Gap","Maryland",39.5636,-78.7157,"River/Stream","Sample-Routine",2022-10-06,"FTSAMPLECOL2022","Water","MBL-001","MDE_EASP","Water Sampler","Final","335-76-2","Actual",0,"ng/l",NA,"Method Detection Level",2.03,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","GEL Laboratories","water","PFDA","Potomac River","No. Br. At Spring Gap Rt. 17, ,","Western","39 33.816","78 42.939"
"134","NBP0085","perfluorohexanoic acid","MDE_EASP","2022FTC_SGAP_SW1","No. Br. At Spring Gap","Maryland",39.5636,-78.7157,"River/Stream","Sample-Routine",2022-10-06,"FTSAMPLECOL2022","Water","MBL-001","MDE_EASP","Water Sampler","Final","307-24-4","Actual",0,"ng/l",NA,"Method Detection Level",0.814,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","GEL Laboratories","water","PFHxA","Potomac River","No. Br. At Spring Gap Rt. 17, ,","Western","39 33.816","78 42.939"
"135","NBP0085","perfluoroheptanoic acid","MDE_EASP","2022FTC_SGAP_SW1","No. Br. At Spring Gap","Maryland",39.5636,-78.7157,"River/Stream","Sample-Routine",2022-10-06,"FTSAMPLECOL2022","Water","MBL-001","MDE_EASP","Water Sampler","Final","375-85-9","Actual",1.08,"ng/l",NA,"Method Detection Level",2.03,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","GEL Laboratories","water","PFHpA","Potomac River","No. Br. At Spring Gap Rt. 17, ,","Western","39 33.816","78 42.939"
"136","NBP0085","1-heptanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoro-","MDE_EASP","2022FTC_SGAP_SW1","No. Br. At Spring Gap","Maryland",39.5636,-78.7157,"River/Stream","Sample-Routine",2022-10-06,"FTSAMPLECOL2022","Water","MBL-001","MDE_EASP","Water Sampler","Final","375-92-8","Actual",0,"ng/l",NA,"Method Detection Level",1.93,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","GEL Laboratories","water","PFHps","Potomac River","No. Br. At Spring Gap Rt. 17, ,","Western","39 33.816","78 42.939"
"137","NBP0085","perfluorohexanesulfonic acid","MDE_EASP","2022FTC_SGAP_SW1","No. Br. At Spring Gap","Maryland",39.5636,-78.7157,"River/Stream","Sample-Routine",2022-10-06,"FTSAMPLECOL2022","Water","MBL-001","MDE_EASP","Water Sampler","Final","355-46-4","Actual",0,"ng/l",NA,"Method Detection Level",0.671,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","GEL Laboratories","water","PFHxS","Potomac River","No. Br. At Spring Gap Rt. 17, ,","Western","39 33.816","78 42.939"
"138","NBP0085","heptafluorobutyric acid","MDE_EASP","2022FTC_SGAP_SW1","No. Br. At Spring Gap","Maryland",39.5636,-78.7157,"River/Stream","Sample-Routine",2022-10-06,"FTSAMPLECOL2022","Water","MBL-001","MDE_EASP","Water Sampler","Final","375-22-4","Actual",0,"ng/l",NA,"Method Detection Level",2.03,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","GEL Laboratories","water","PFBA","Potomac River","No. Br. At Spring Gap Rt. 17, ,","Western","39 33.816","78 42.939"
"139","NBP0085","perfluorononanoic acid","MDE_EASP","2022FTC_SGAP_SW1","No. Br. At Spring Gap","Maryland",39.5636,-78.7157,"River/Stream","Sample-Routine",2022-10-06,"FTSAMPLECOL2022","Water","MBL-001","MDE_EASP","Water Sampler","Final","375-95-1","Actual",0.974,"ng/l",NA,"Method Detection Level",0.814,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","GEL Laboratories","water","PFNA","Potomac River","No. Br. At Spring Gap Rt. 17, ,","Western","39 33.816","78 42.939"
"140","NBP0085","perfluorooctane sulfonic acid","MDE_EASP","2022FTC_SGAP_SW1","No. Br. At Spring Gap","Maryland",39.5636,-78.7157,"River/Stream","Sample-Routine",2022-10-06,"FTSAMPLECOL2022","Water","MBL-001","MDE_EASP","Water Sampler","Final","1763-23-1","Actual",0,"ng/l",NA,"Method Detection Level",0.814,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","GEL Laboratories","water","PFOS","Potomac River","No. Br. At Spring Gap Rt. 17, ,","Western","39 33.816","78 42.939"
"141","NEB0016","perfluorobutanesulfonic acid","MDE_EASP","2022FTC_NEBA_SW1","Northeast Branch Rivdale Rd","Maryland",38.9597,-76.9265,"River/Stream","Sample-Routine",2022-10-31,"FTSAMPLECOL2022","Water","MBL-001","MDE_EASP","Water Sampler","Final","375-73-5","Actual",0,"ng/l",NA,"Method Detection Level",0.671,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","GEL Laboratories","water","PFBS","Anacostia River","Northeast Branch Rivdale Rd.","Metro","38 57.581","76 55.590"
"142","NEB0016","n-methylperfluoro-1-octanesulfonamide","MDE_EASP","2021FTC_NEBA_SW","Northeast Branch Rivdale Rd","Maryland",38.9597,-76.9265,"River/Stream","Sample-Routine",2021-10-25,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","31506-32-8","Actual",0,"ng/l",NA,"Method Detection Level",0.234,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","NMeFOSA","Anacostia River","Northeast Branch Rivdale Rd.","Metro","38 57.581","76 55.590"
"143","NEB0016","perfluorooctane sulfonic acid","MDE_EASP","2022FTC_NEBA_SW1","Northeast Branch Rivdale Rd","Maryland",38.9597,-76.9265,"River/Stream","Sample-Routine",2022-10-31,"FTSAMPLECOL2022","Water","MBL-001","MDE_EASP","Water Sampler","Final","1763-23-1","Actual",0,"ng/l",NA,"Method Detection Level",0.814,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","GEL Laboratories","water","PFOS","Anacostia River","Northeast Branch Rivdale Rd.","Metro","38 57.581","76 55.590"
"144","NEB0016","1-pentanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,5-undecafluoro-","MDE_EASP","2022FTC_NEBA_SW1","Northeast Branch Rivdale Rd","Maryland",38.9597,-76.9265,"River/Stream","Sample-Routine",2022-10-31,"FTSAMPLECOL2022","Water","MBL-001","MDE_EASP","Water Sampler","Final","2706-91-4","Actual",0,"ng/l",NA,"Method Detection Level",0.371,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","GEL Laboratories","water","PFPeS","Anacostia River","Northeast Branch Rivdale Rd.","Metro","38 57.581","76 55.590"
"145","NEB0016","heptafluorobutyric acid","MDE_EASP","2022FTC_NEBA_SW1","Northeast Branch Rivdale Rd","Maryland",38.9597,-76.9265,"River/Stream","Sample-Routine",2022-10-31,"FTSAMPLECOL2022","Water","MBL-001","MDE_EASP","Water Sampler","Final","375-22-4","Actual",0,"ng/l",NA,"Method Detection Level",2.03,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","GEL Laboratories","water","PFBA","Anacostia River","Northeast Branch Rivdale Rd.","Metro","38 57.581","76 55.590"
"146","NEB0016","perfluorodecanoic acid","MDE_EASP","2022FTC_NEBA_SW1","Northeast Branch Rivdale Rd","Maryland",38.9597,-76.9265,"River/Stream","Sample-Routine",2022-10-31,"FTSAMPLECOL2022","Water","MBL-001","MDE_EASP","Water Sampler","Final","335-76-2","Actual",5.42,"ng/l",NA,"Method Detection Level",2.03,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","GEL Laboratories","water","PFDA","Anacostia River","Northeast Branch Rivdale Rd.","Metro","38 57.581","76 55.590"
"147","NEB0016","perfluorooctane sulfonic acid","MDE_EASP","2021FTC_NEBA_SW","Northeast Branch Rivdale Rd","Maryland",38.9597,-76.9265,"River/Stream","Sample-Routine",2021-10-25,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","1763-23-1","Actual",8.93,"ng/l",NA,"Method Detection Level",0.234,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","PFOS","Anacostia River","Northeast Branch Rivdale Rd.","Metro","38 57.581","76 55.590"
"148","NEB0016","1-octanesulfonic acid, 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluoro-","MDE_EASP","2022FTC_NEBA_SW1","Northeast Branch Rivdale Rd","Maryland",38.9597,-76.9265,"River/Stream","Sample-Routine",2022-10-31,"FTSAMPLECOL2022","Water","MBL-001","MDE_EASP","Water Sampler","Final","27619-97-2","Actual",10.7,"ng/l",NA,"Method Detection Level",1.34,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","GEL Laboratories","water","6:2 FTSA","Anacostia River","Northeast Branch Rivdale Rd.","Metro","38 57.581","76 55.590"
